frame,gt_id,pred_id,iou
0,1,1,0.5047355383942882
0,2,2,0.36533641796799693
0,3,3,0.9075858660736348
1,3,3,0.9431604556010174
1,1,,0.0
1,2,,0.0
1,,1,0.0
2,1,1,0.5771740780088026
2,2,2,0.5216473072861668
2,3,3,0.9406555491661874
3,1,1,0.7109988776655444
3,2,2,0.8640399556048834
3,3,3,0.9240239574090505
4,1,1,0.48027560118886786
4,2,2,0.35893216310111536
4,3,3,0.9177752293577982
5,1,1,0.17268833023235688
5,3,3,0.9425261500393657
5,2,,0.0
6,2,1,0.44022514666243856
6,3,3,0.9559827115559599
6,1,,0.0
7,1,1,0.7823316686757362
7,2,2,0.8305446778212887
7,3,3,0.9547562492930664
8,3,3,0.9686632747456059
8,1,,0.0
8,2,,0.0
8,,1,0.0
9,1,1,0.564785937056989
9,2,2,0.46919263456090654
9,3,3,0.9672423398328691
10,1,2,0.00032071840923669016
10,2,1,0.5928012519561815
10,3,3,0.9655825350857652
11,2,1,0.3184620483924428
11,3,3,0.9622395833333334
11,1,,0.0
12,1,2,0.9318433281699491
12,2,1,0.8361253939293415
12,3,3,0.9593178778421757
13,1,2,0.3630573248407643
13,2,1,0.5850458034166873
13,3,3,0.9549199084668192
14,1,2,0.24242424242424243
14,2,1,0.6260632497273718
14,3,3,0.9611586570111915
15,1,1,0.5540912382331644
15,3,3,0.9459090431677345
15,2,,0.0
15,,2,0.0
16,1,2,0.22962770111950012
16,2,1,0.5896916017500801
16,3,3,0.964906379638973
17,3,3,0.9654859218891917
17,1,,0.0
17,2,,0.0
17,,1,0.0
18,1,2,0.005323868677905945
18,2,1,0.4124255701606561
18,3,3,0.9568237683018062
19,2,1,0.582363677846224
19,3,3,0.9553561413348289
19,1,,0.0
20,3,3,0.9478945129732029
20,1,,0.0
20,2,,0.0
20,,1,0.0
21,1,1,0.28081087307072106
21,2,2,0.5936339522546419
21,3,3,0.9431629260182877
22,1,2,0.016883413187314626
22,2,1,0.4653403792353124
22,3,3,0.9158323247882055
23,1,1,0.39075672930421534
23,2,2,0.14287954830614805
23,3,3,0.9370062583358982
24,1,1,0.5173167644689909
24,2,2,0.2765256588072122
24,3,3,0.9342440615761036
25,1,1,0.4674258184605278
25,2,2,0.24106427312069242
25,3,3,0.9530886104025729
26,1,1,0.5530016224986479
26,2,2,0.39240265906932575
