frame,gt_id,pred_id,iou
26,3,3,0.9432513746239236
27,1,1,0.5152983171851097
27,2,2,0.3995015132633078
27,3,3,0.9643637953651071
28,1,1,0.536045997346307
28,2,2,0.5762871988663203
28,3,3,0.9696179571477157
29,1,1,0.8902316213494461
29,2,2,0.834496359223301
29,3,3,0.9596026490066225
30,1,1,0.7346574993633818
30,2,2,0.7022149302707137
30,3,3,0.8993411815530835
31,1,1,0.48787878787878786
31,2,2,0.2436129882973463
31,3,3,0.7870180895473521
32,1,1,0.8264798082242302
32,2,2,0.8649096385542169
32,3,3,0.9565259117082534
33,1,1,0.8963564281668869
33,2,2,0.9331140350877193
33,3,3,0.9557399723374828
34,1,1,0.527380041534594
34,2,2,0.28605950762724663
34,3,3,0.9386583874306144
35,1,2,0.2238217314139223
35,2,1,0.7308848516533787
35,3,3,0.9361408035385183
36,1,1,0.8040856031128405
36,2,2,0.8772368421052632
36,3,3,0.7570669336825079
37,1,1,0.6910836762688615
37,2,2,0.8698172652804033
37,3,3,0.8653292629742695
38,1,1,0.5760869565217391
38,2,2,0.919988013185496
38,3,3,0.949964975482838
39,1,1,0.6106994665085952
39,2,2,0.710142954390742
39,3,3,0.9677150593626328
40,1,1,0.6592278203723987
40,2,2,0.7271657596705398
40,3,3,0.9587596575485487
41,1,1,0.7199211045364892
41,2,2,0.7181781755042073
41,3,3,0.8991388589881593
42,1,1,0.9257182901191311
42,2,2,0.9281428571428572
42,3,3,0.9370913190529876
43,1,1,0.8780046098123148
43,2,2,0.8766981689308919
43,3,3,0.8653121789750029
44,1,1,0.8943101866014072
44,2,2,0.8683831990794016
44,3,3,0.9129563198987128
45,1,1,0.8914479254868756
45,2,2,0.8851647574600481
45,3,3,0.8720569081254383
46,1,1,0.8717775905644481
46,2,2,0.897081895199247
46,3,3,0.960217927631579
47,1,1,0.7891733246372086
47,2,2,0.8492995613414461
47,3,3,0.964828897338403
48,1,1,0.8770337386538791
48,2,2,0.8949906658369633
48,3,3,0.9626661041974267
49,1,1,0.8174201431314365
49,2,2,0.8337692911326183
49,3,3,0.9544556514505563
50,1,1,0.8619953416149069
50,2,2,0.8983028374436489
50,3,3,0.9538887181063633
51,1,1,0.8843762145355616
51,2,2,0.9086607398910238
51,3,3,0.9565793497095098
52,1,1,0.7636363636363637
52,2,2,0.8234861845972957
52,3,3,0.9369949980761831
53,1,1,0.8539783802941697
53,2,2,0.880527867471571
53,3,3,0.954221044045677
54,1,1,0.9110416666666666
54,2,2,0.9400171379605827
54,3,3,0.9158117752007137
55,1,1,0.725045189797148
55,2,2,0.8575110456553755
55,3,3,0.9410759175465058
56,1,1,0.8742875237492084
56,2,2,0.8997947138824737
56,3,3,0.9139349294045427
57,1,1,0.8018704537582265
57,2,2,0.8722891566265061
57,3,3,0.9265289083698601
58,1,1,0.8123721881390593
58,2,2,0.8862867877269881
58,3,3,0.8999886865029981
59,1,1,0.7298337707786526
59,2,2,0.8418384589388307
59,3,3,0.9018492176386913
60,1,1,0.7572734829592684
60,2,2,0.8370267774699908
60,3,3,0.919877519775453
61,1,1,0.6420019627085378
61,2,2,0.8293798532071056
61,3,3,0.9171779141104295
62,1,1,0.6435199505103619
62,2,2,0.7694846407717695
62,3,3,0.9202797202797203
63,1,1,0.5929811176807172
63,2,2,0.9411441898751544
63,3,3,0.928336620644313
64,1,1,0.812434299444361
64,2,2,0.8458477049615283
64,3,3,0.147142278070531
65,1,1,0.9470794570687815
65,2,2,0.9647995530101969
65,3,3,0.9323636363636364
66,1,1,0.9330085261875761
66,2,2,0.9568706118355065
66,3,3,0.8346281908990011
67,1,1,0.9512961508248232
67,2,2,0.9033733562035449
67,3,3,0.8782148260211801
68,1,1,0.9538383496787285
68,2,2,0.9588484960324783
68,3,3,0.9040247678018576
69,1,1,0.9626704953338119
69,2,2,0.9620393900889453
69,3,3,0.9217638691322901
70,1,1,0.9593844201174044
70,2,2,0.952909755411864
70,3,3,0.9182098765432098
71,1,1,0.9673930332432003
71,2,2,0.9523483499931535
71,3,3,0.9077757685352622
72,1,1,0.9632024634334103
72,2,2,0.9607742597102935
72,3,3,0.9426494345718901
73,1,1,0.9633281972265023
73,2,2,0.9584696986796073
73,3,3,0.9233419465977606
74,1,1,0.93955042527339
74,2,2,0.9394624167459562
74,3,3,0.9415637860082304
75,1,1,0.963336875664187
75,2,2,0.9359547916176124
75,3,3,0.9337979094076655
76,1,1,0.949955713020372
76,2,2,0.966025641025641
76,3,3,0.9318555008210181
77,1,1,0.9565887130653971
77,2,2,0.9673015144561725
77,3,3,0.9201741654571843
78,1,1,0.9556579326230924
78,2,2,0.9591397849462365
78,3,3,0.8920916481892092
79,1,1,0.95897903372835
79,2,2,0.9567333693888589
79,3,3,0.9339946585272797
80,1,1,0.9632772972090746
80,2,2,0.9658089531194924
80,3,3,0.9299132154234868
81,1,1,0.954647435897436
81,2,2,0.9573661227304068
81,3,3,0.9277957706229758
82,1,1,0.9498100063331222
82,2,2,0.9576340805069827
82,3,3,0.961053516391146
83,1,1,0.9528401386168449
83,2,2,0.9712133440947001
83,3,3,0.9695256348826066
84,1,1,0.9041075650118203
84,2,2,0.918996074699655
84,3,3,0.9646507266760431
85,1,1,0.917191851091895
85,2,2,0.9584254754533392
85,3,3,0.9514454111703621
86,1,1,0.9308226927428479
86,2,2,0.9370122018247774
86,3,3,0.9666261568664112
87,1,1,0.9327129563350036
87,2,2,0.9563268709610173
87,3,3,0.9527401617740616
88,1,1,0.9257486667578285
88,2,2,0.9377493176569389
88,3,3,0.9294712643678161
89,1,1,0.9230976068835709
89,2,2,0.9471744471744472
89,3,3,0.9377750927763874
90,1,1,0.9332479180012813
90,2,2,0.9568719412724307
90,3,3,0.9247142981767426
91,1,1,0.9426466719284399
91,2,2,0.9562015123244624
91,3,3,0.920387854044399
92,1,1,0.9169435215946844
92,2,2,0.8417135439203808
92,3,3,0.9231839005235603
93,1,1,0.944025406907503
93,2,2,0.954294175715696
93,3,3,0.9258028792912514
94,1,1,0.9516360318081084
94,2,2,0.9547976166016027
94,3,3,0.914584077115316
95,1,1,0.9369185676054543
95,2,2,0.9591382623647213
95,3,3,0.9176551487020801
96,1,1,0.9266521423384169
96,2,2,0.9595697685585326
96,3,3,0.9577476434595668
