frame,gt_id,pred_id,iou
0,1,2,0.9083503054989817
0,,1,0.0
1,1,2,0.9447443632899333
1,,1,0.0
2,1,2,0.9109819516671765
2,,1,0.0
2,,3,0.0
3,1,2,0.9410569105691057
3,,1,0.0
3,,3,0.0
4,1,2,0.9457603844833505
4,,1,0.0
4,,3,0.0
5,1,2,0.9282393056416615
5,,1,0.0
6,1,2,0.9559090909090909
6,,1,0.0
7,1,2,0.9345723783620429
7,,1,0.0
8,1,2,0.884856434922023
8,,1,0.0
9,1,2,0.9482537648189683
9,,1,0.0
10,1,2,0.9506605124940315
10,,1,0.0
11,1,2,0.945391304347826
11,,1,0.0
12,1,2,0.9086206896551724
12,,1,0.0
13,1,2,0.8871119473189087
13,,1,0.0
14,1,2,0.8686868686868687
14,,1,0.0
