frame,gt_id,pred_id,iou
0,1,1,0.8607269218398199
0,2,2,0.8540145985401459
0,3,3,0.8584149599287623
0,4,4,0.802518223989397
0,5,6,0.9084053201700261
0,7,5,0.9014949825926685
0,9,,0.0
10,1,1,0.8812324929971989
10,2,2,0.8446931163106137
10,3,3,0.9185930897340293
10,4,4,0.8538727459590769
10,5,6,0.8946678894274859
10,7,5,0.87413271659847
10,9,,0.0
20,1,1,0.8934467233616809
20,2,2,0.7962406015037594
20,3,3,0.8189000615637184
20,4,4,0.8740328363842235
20,5,6,0.8817389168611077
20,7,5,0.8726922740397235
20,9,,0.0
30,1,1,0.9076672767947935
30,2,2,0.9133055169216504
30,3,3,0.836182902584493
30,4,4,0.9149732079668386
30,5,6,0.8892519152771519
30,7,5,0.8469110115236875
30,9,,0.0
40,1,1,0.8922607578676943
40,2,2,0.7973527465254798
40,3,3,0.8674911660777385
40,4,4,0.8372665148063781
40,5,6,0.9227373068432672
40,7,5,0.9030655213070574
40,9,,0.0
50,1,1,0.4781659388646288
50,2,2,0.861271676300578
50,3,3,0.810711249645792
50,4,4,0.8595938050635259
50,5,6,0.9037246787192332
50,7,5,0.8336182336182336
50,9,,0.0
60,2,2,0.8530510585305106
60,3,3,0.9040640875341931
60,4,4,0.8685889257463638
60,5,6,0.9278371710526315
60,7,5,0.8604786076867296
60,8,7,0.9467145636880706
60,9,,0.0
60,,8,0.0
70,2,2,0.8255929555460872
70,3,3,0.8622080322634851
70,4,4,0.8675899341327479
70,5,6,0.8834080717488789
70,7,5,0.8656680063329679
70,8,7,0.7295816733067729
70,9,,0.0
70,,8,0.0
80,2,2,0.8408095453858934
80,3,3,0.8435962545627678
80,4,4,0.9029915541873865
80,5,9,0.8864208839019923
80,6,6,0.8968600540652942
80,7,5,0.857885824866957
80,8,7,0.8305722891566265
80,10,8,0.704932735426009
80,9,,0.0
90,2,2,0.877280023347439
90,3,3,0.9133910726182545
90,4,4,0.8883175803402646
90,5,9,0.8220242175005712
90,6,6,0.8725458641776633
90,7,5,0.7345481670929241
90,10,8,0.8620361560418649
90,8,,0.0
90,9,,0.0
90,,7,0.0
