frame,gt_id,pred_id,iou
0,1,1,0.810999441652708
10,1,1,0.9117024093195658
10,,2,0.0
20,1,1,0.825156637900461
30,1,1,0.8575194990662419
40,1,1,0.8921991788609327
50,1,1,0.8848257990210193
50,,3,0.0
60,1,1,0.8938943736221604
60,,3,0.0
70,1,1,0.8985507246376812
70,2,3,0.8331090174966352
80,1,1,0.8306864417902612
80,2,3,0.878329869639146
90,1,1,0.8107344632768362
90,2,3,0.9088383399895815
